,Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
269,https://www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1690225981&sprefix=ba%2Caps%2C283&sr=8-270,"Arctic Hunter Laptop Bag Office Laptop Messenger Bag with 15.6-inch Laptop Pocket Removeable Shoulder Strap Anti-theft Laptop Office Briefcase with Hidden Pocket 4 Zipper Pocket Water-resistant Laptop Sling Bag for Men and Women, Black","2,999",4.5,106,"[Multiple compartments&Large capacity Laptop Bag]-- Multiple compartments make you store your belongings reasonably,take out fastly your items from this handbag.this laptop sling bag is consist of 2 front zipper compartments + 1 laptop compartment +1 anti-theft back compartment.so it is large capacity, can store more items than others. Arctic Hunter original bag, 100% guarantee, two-year warranty.. [Super protection for your laptop] -- This messenger bag have a 15.6"" laptop pocket, it made by EPE Foam Covered by Velvet For Shock-Proof & Soft skin-friendly.The laptop pocket also is scratch resistant.the laptop bag also have a 11""ipad pocket,the function and material is same with laptop pocket.This bag is water-resistant in four levels to protect your laptop. Arctic Hunter bag is a good companion for your laptop.. [Two modes for carrying]-- This laptop bag have a Microfiber Leather handle and a detachable/adjustable shoulder strap,so you can freely change the carry mode,as a handbag or a sling bag to use. There are two rubber mats at the bottom, let this bag steady standing.. [Nice quality messenger bag/handbag]-- Main body made by 1680D Nylon Fabric for Durable & Breathable.Front Panel made by PU Coated Fabric + Microfiber Leather For Water Resistant & Scratch Resistant.Metal Zipper make sure it's durable and smooth.Arctic Hunter Bag Ensure a Secure & Long-lasting Usage Everyday & Weekend and Travelling.. [Good to use as a business/travel bag]-- This bag is design with a business style.multiple compartments help you better store office supplies and have a laptop pocket to put in your laptop.thick and breathable shoulder strap and comfortable Microfiber Leather makes it easier for you to carry this bag on the go.and it can be placed firmly on your trunk. Free your hands and shoulder.. ›",B0B6G58BYC,NA,"‎ah arctic hunter, Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com"
270,https://www.amazon.in/HP-Lightweight-100-Gray-Backpack/dp/B08CY1V6P7/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1690225981&sprefix=ba%2Caps%2C283&sr=8-271,HP Lightweight 100 Laptop Backpack with Elastic and Padded Shoulder Straps (Gray),"1,026",4.0,173,"Transport your laptop, tablet, files and daily accessories safely and securely with the 16 liter HP Lightweight 100 Backpack 15.. Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.. Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.. The HP 100 Lightweight backpak comes with Double Large compartments To accommodate your 15.6-inch laptop and other stuff, it comes with a spacious compartment and front pocket with organization panel and fabric side pockets. Furthermore, the compression straps add to its utility while the grab handle ensures a comfortable carry.. Rest easy with one-year limited warranty from the manufacturer.. ›",B08CY1V6P7,"HP Lightweight Backpack with double compartment, 2 stretchable bottle holders, Accessory pocket with pen and phone holders, Air mesh padded back panel and shoulder straps","‎Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
271,https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCRKF7H/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1690225981&sprefix=ba%2Caps%2C283&sr=8-272,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,849,4.0,"1,261","Care Instructions: Hand Wash Only. Start your day with confidence knowing you have a reliable companion to carry your laptop and personal belongings. Introducing the Lavie Sport Chairman laptop backpack, a versatile and spacious option for the modern-day commuter. Equipped with a padded laptop compartment that fits up to 14"" laptops, you can be sure your device is well-protected on the go. Featuring a pass-through trolley handle on the back panel, you can easily secure your backpack to your luggage while navigating the airport or train station. The front pocket is thoughtfully designed with multiple zippered organizers for your keys, pens, cell phone, and power bank, keeping your essentials within reach. Built with water-resistant polyester fabric and synthetic leather, this backpack can withstand unexpected showers or spills. Plus, the mesh padded shoulder straps ensure comfort and ease of use, even on long days. Convenience is key, and this backpack delivers with a fabric pocket on one side panel for holding a water bottle or compact umbrella. With external dimensions of length 30cm, width 16cm, and height 43cm, this backpack has a capacity of 24 litres. Trust in the durability of this backpack and rest easy knowing it comes with a manufacturer warranty of 12 months. The Lavie Sport Chairman laptop backpack - a reliable choice for the daily commuter",B09YCRKF7H,NA,Bagzone Lifestyle Pvt Ltd
272,https://www.amazon.in/PUMA-Limoges-Laptop-Backpack-7548709/dp/B07D5QZ76G/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-273,"Puma Laptop Backpack (7548709, Limoges, 22 Ltrs)",999,4.3,788,"Outer Material: Polyester, Color: Limoges. Capacity: 22 liters; Dimensions: 30 cms x 44 cms x 14 cms (LxWxH). Number of compartments: 2; Laptop Compatibility: Yes, Laptop Size: 15 inches. Warranty type: Manufacturer; 3 months. Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket. 100% 600D Polyester with PU backing",B07D5QZ76G,Product Description,SSIPL RETAIL LIMITED
273,https://www.amazon.in/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-274,"MuscleBlaze Gym Duffle Bag for Women and Men, Sports Bag, Weekender Bag, Black, 30 L",449,5.0,4,"SIDE NET POCKET: This 30-litre MuscleBlaze Gym Duffle Bag has a breathable side net pocket that is great for keeping your gym shaker, water bottle, mask, or sweaty gym clothes.. SECURE OUTSIDE POCKET: This MuscleBlaze Gym Duffle Bag has a secure outside pocket that has a sturdy and reliable zipper to keep your valuables like wallet, mobile, etc. safe as well as be easily accessible for you.. STURDY MAIN ZIPPER: This duffle bag for travel has a secure and sturdy main zipper which provides easy access to the main compartment that is spacious enough for sports equipment, gear, clothes, and shoes.. WATER-RESISTANT FABRIC: MuscleBlaze Duffle Bag for gym is made of high-quality fabric that is not only tough and lightweight but also water-resistant. It keeps your valuables safe even in light rain.. LONG-LASTING SILICON BADGE: MuscleBlaze Gym Duffle Bag has a long-lasting MB silicon badge instead of print.",B0C8BBNB8B,MuscleBlaze Gym Duffle Bag - Great for Life On The Go!,Bright Lifecare Pvt. Ltd.
274,https://www.amazon.in/TAGUDA-foldable-portable-lightweight-organizer/dp/B0B8CSC4F1/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-275,TAGUDA travel foldable portable lightweight luggage storage duffle tote hand organizer easy carry bags backpack set for men women travel luggage (Mint Green Travel bag),299,3.5,86,Good Quality Material<br> <br>. Storage Organizer for Travel<br> <br>. Easy to Carry<br> <br>. Strap Type: Adjustable <br>,China,TAGUDA Travel Foldable Nylon Duffle Tote Bag Portable Waterproof Lightweight Carry On Luggage Sport Folding Duffle Bag Weekender Overnight Gym Sports Bag for Women Girl Large Capacity Folding Travel Bag Foldable Travel Duffel Bag Portable Travel Lightweight Waterproof Oxford Fabric Duffel Bag for Sports Gym Vacation Folding Travel Bag with Luggage Sleeve Pink Shoulder Travel Duffle Bags for Women Expandable Weekender Carry On Overnight Bags Gym Tote Bag with Dry Wet Separation,TG78
275,https://www.amazon.in/F-Gear-Hunter-Black-Rucksack-Black/dp/B07DCDTL21/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-276,"F Gear Hunter 75 Ltrs Black Rucksack (Black, Grey Diamond)","2,240",4.2,"1,969","Waterproof with Rain Cover.. 1 Huge Compartment, 4 Pockets, 1 hidden pocket and it also has 2 side mesh bottle holder. Ladder lock allows you to adjust and lock the straps depending on your height for improved comfort.. Comes with the F Gear promise of quality.. Size (Hxlxw) Cm-(85x32x29)",Uber Fashion Merchandise Pvt. Ltd.,This immaculate and flawless hiking bag by f gear has many features and functions. reflective printing along with inbuilt rain cover in a concealed pocket makes it most adapted for rainy conditions. it has a soft shell that is brilliant and soothing of the skin. the bag is equipped with a butterfly lock. it has hip belt for strong support and a helmet compartment for storing and carrying the helmet. the hiking bag has two kinds of locks. one is a butterfly lock and the other is a drawstring lock. the bag has a sturdy handle strap and a padded strap type. it has an adjustable shoulder strap. ladder lock allows you to adjust and lock the straps depending on your height for improved comfort. this hiking bag is an excellent travel gear. it has expandability. the bag can be enlarged. other features the drawstring closure of this stylish and trendy bag ensures ease and finesse. Material : Polyester,28 May 2018
276,https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-277,F Gear Enzo Sports Waist Bag (.Red),236,4.1,914,One zippered compartment suitable for keys/napkins/wallet/mobile etc.. One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.. This fanny pack is water resistant.. Premium YKK Japanese Zippers& sliders with an adjustable waist strap.. Comes with The F Gear promise of quality and durability.,B0862LF7HS,The product will be an excellent pick for you. It ensures an easy maintenance.,F Gear
277,https://www.amazon.in/Baggit-GG-Womens-Laptop-Bag/dp/B0BWRYTLHV/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-278,Baggit GG Women's Laptop Bag - Large,"1,645",NA,NA,"Closure: Zipper. The laptop bag has a special compartment that is slightly larger than the laptop, and designed to protect the device from bumps, scratches, water and dust in everyday use.. Dark Grey exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material.. Dimension :- Length : 40.64 cm x Width : 12.7 cm x Height : 30.48 cm. Made in India | 6 Months warranty | Leading fashion laptop bag brand since 30 years.. The elegant women's laptop bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",B0BWRYTLHV,"The laptop bag has a special compartment that is slightly larger than the laptop, and designed to protect the device from bumps, scratches, water and dust in everyday use.",Baggit India Pvt Ltd
278,https://www.amazon.in/Wildcraft-Hopper-Laptop-Backpack-Blue/dp/B07YNL6H8H/ref=sr_1_279_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-279,Wildcraft Hopper 1.0 Laptop Backpack 24L (Blue),"1,390",4.5,8,Care Instructions: Hand Wash Only. Capacity - 24 L. Colour : Blue. Extremely convenient to carry,India,This Laptop Backpack ha capacity of 24 L. This comes in blue colour.,B07YNL6H8H
279,https://www.amazon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-280,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),486,4.5,2,Colour- Black; Material- Polyester. Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper. Strap Type: Adjustable; Compartment Description: Up To 16 Inches; Water Resistance Level: Water Resistant. Strap Type: Shoulder Strap; Age Range Description: Adult,DORI,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",B0BW95MXRJ
280,https://www.amazon.in/F-Gear-Axe-Black-Navy-Blue-bag/dp/B00MI562BG/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-281,F Gear Axe 27L Black Navy Blue School Bag 1860,969,4.2,"5,815",Adjustable Padded Shoulder Strap. Wasist Strap. Bottle Holder. Headphone Port. Ergonomic Design,Uber Fashion Merchandise Pvt. Ltd.,"A high quality stylish and contemporary daypack with multi-utility compartments. Two side mesh pockets to hold water bottle/accessories, hassle free. Separate mesh pockets ensure your other belongings will stay dry and protected from moisture. Mini zippered pockets can be used to store your sunglasses or other delicate items that can otherwise easily be ruined by heavier items. It has the signature F Gear quality.",7 August 2014
281,https://www.amazon.in/Fur-Jaden-Backpack-Trekking-BM38_Brown/dp/B07LBMV4NR/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-282,Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,"1,769",4.2,"1,648","Brown colour backpack for men made of pu leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 14 inch laptop with ease. Multiple pockets for other accessories and water bottle. Capacity: 22 liters; Weight: 850 grams; Dimensions: 30 cms x 17 cms x 42 cms (LxWxH). Laptop Compatibility: Upto 14 Inch Laptops. Multiple Pockets: This incredible Fur Jaden backpack comes with multiple compartments so that you can keep all your essentials well-sorted. Besides the main compartment, it has strategically placed chambers on the flap and on the sides to hold your knickknacks, water bottles, and other belongings.. Warranty: 6 Month Manufacturer Warranty against manufacturing Defects. Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant however the Zips are not Waterproof. Inner fabric lining ensured to have a soft touch feel. We use quality zips and acessories that have a long life",Fur Jaden,"Opt for this classy yet functional backpack for men from Fur Jaden to stay ahead in the style game. This vegan-friendly unit in artificial leather is sturdy, durable, and water resistant so that you can go from day to night. In addition, its many compartments keep all your belongings sorted so that you never have to lose track of anything. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a statement of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This classy backpack for men from Fur Jaden has been made of quality artificial leather. The material is environment-friendly, making this backpack the ideal choice for those who wish to look fashionable without guilt. Unlike bags made of leather, which tend to start peeling after a few uses and end up losing their original shape, this backpack retains its look for a long time. This durable backpack from Fur Jaden is ideal for regular use.",17 December 2018
282,https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_283?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-283,"AmazonBasics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",839,4.2,650,"It has 2 compartments with 1 padded compartment for carrying your laptop up to 15.6 inches size easily and safely.. 2 small compartments with zippers for storing other essential items of use.. The backpack's shoulder straps are adjustable, ensuring perfect fit.. Stylish look, ergonomic design, robust and made from durable, water repellent and wear resistant polyester material for long life.. Make your office travel trouble-free with this convenient and spacious Laptop Backpack that comes with robust features.. Convenient and Versatile, suitable for various occasions.. Bag Volume, Weight and Size: 24L; ‎0.440 kg: 48 x 16.5 x 32 cm. Colour: Blue. ›",B09W43XLBY,NA,"‎TORG INDIA PVT. LTD., TORG INDIA PVT. LTD. #6, Samarpan Enclave, ECC Road, Whitefield, Bangalore,Karnataka 560066, India, Ph: +91 9620199222, avisekm@torgusa.com"
283,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_284?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-284,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),599,3.8,262,Material: Water Resistant Strong Polyester. Compartments: 2 with padding. Laptop Size: 15.6 inch and below. Dimensions: LxWxH - 11 x 6 x 18 inches. Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPVCBFM7,NA,ADISA
284,https://www.amazon.in/CLOWNFISH-Critters-Polyester-Staionery-Black-Galaxy/dp/B0BVJ526VS/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-285,THE CLOWNFISH Cosmic Critters Series Printed Polyester 15 Litres Kids Backpack Unisex School Bag with Free Pencil Staionery Pouch Daypack Casual Backpack Picnic Bag for tiny tots boys & girls,799,4.4,192,"This kids backpack school bag is perfect for children/students who need to carry their essentials to school. This bag is made from durable Polyester that can withstand wear and tear. The bag comes with a FREE pencil pouch worth Rs 100/-. The bag comes with one main compartment for storage of books and other school supplies. Front & side pockets for storing tiffin box & waterbottle. The included pencil pouch is a convenient addition, keeping pens, pencils, erasers organized and easily accessible. Dimensions of backpack: 30(L x 13(W) x 39(H) cm. Dimensions Pouch: 20(L) x5.5(W) x6(H) cm. The backpack is lightweight and age-appropriate in size and design with fun and colorful patterns or characters that appeal to children.. The comfortable cushioned shoulder straps and back make it easy for children to carry. The adjustable straps accommodate growing children. The easy-to-use zippers and closures allow children to manage their backpack independently.. With this backpack and pencil pouch, your child will be prepared and organized for every school day. Whether your child is heading to school or out for a day of fun, our backpack is the perfect accessory to carry all of their essentials in style.. The Clownfish offers one yesr warranty on this bag against any manufacturing defects.",B0BVJ526VS,NA,Skyventure
285,https://www.amazon.in/DIVULGE-Drawstring-Bag-Sports-Utility/dp/B07PXTDBH4/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-286,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",155,4.0,"1,141","Made with coated polyester fabric which makes the backpack Sturdy, durable and highly water resistant and The strings used are stretchable and of premium quality. <br>. Comes with side gussets, ensures extended storage space. <br>. Storage capacity up-to 16 litres.; Dimensions: Width - 12 inches & Height - 18 inches. <br>. Closure type is Drawstring type Which Makes it to Store Things Quickly <br>. Pattern Name: Solid; Age Range Description: Adult <br>",B07PXTDBH4,"Divulge drawstring backpack is a 16 Litres - sports & multi utility backpack made out of high-performance coated polyester fabric which makes the backpack sturdy, durable and highly water resistant.The gussets on the either sides of the backpack expands and provides a roomy space when filled with stuff. Provided with stretchable Strings for Main Closure, makes it easy and quick to store the things. As its a collapsible bag you can fold it into a small size and keep it in a pocket. This backpack is perfect pick for all purposes, be it for your day trips, tuition classes, Gyming, yoga, Swimming, cycling and other sport sessions.",DIVULGE
286,https://www.amazon.in/Tabelito%C2%AE-VOLT-waterproof-Backpack-Compatible/dp/B0BML7Q3J1/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-287,Tabelito® VOLT Casual waterproof Laptop Backpack/Office bag/School bag/College bag/Business bag/Unisex bag Travel bag Compatible with 15.6 inch Laptop 30L Bag for Men and Women - GREY,599,4.6,181,"LAPTOP BAG FEATURE: VOLT Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella.. SPADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : : The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm. ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced PVC coating on the material ensures resistance to water entering from any direction.. MULTI LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.. MADE IN INDIA: TABELITO VOLT Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty. ›",B0BML7Q3J1,NA,"‎‎Tabelito Trade India, ‎Tabelito Trade India, ‎Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)"
287,https://www.amazon.in/London-Stylish-Passport-Adjustable-246_Black/dp/B07ZFT873B/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1690225983&sprefix=ba%2Caps%2C283&sr=8-288,K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),335,4.2,"2,374","Ideal for Men & Women.Height - 5.9 inches, Length - 16 inches and Depth - 1.9 inch.. 2 zipper pockets at front & 1 zipper pocket at back.. Made in Genuine Leather. To be worn around the waist.Comes with an adjustable strap.. Suitable for travelling.Best for carrying valuables like cards, keys, earphones, power bank, coins, pen, Money,Passport,card holders etc.. Perfect for Travel,Hiking,Trekking and other adventure activities.Disclaimer : Product color may slightly vary due to photographic lighting sources or your monitor settings. Safety Instructions : Keep away from pointed objects and extreme heat.",URBAN STYLE PROJECT,"Stylish & trendy Black coloured Waist bag from the house of K London, designed to carry all small and regular accessory like cards, keys, earphones, power bank, coins, pen, Money,Passport,Card holders and other valuables etc. Made with high quality soft Genuine Leather. It has Adjustable Strap to fit waist of all sizes. This waist pouch has 2 zipper pockets in the front and 1 zipper pocket at back.This Waist pouch is ideal for men and women for travelling. Avoid contact with moisture and water.",8 April 2017
288,https://www.amazon.in/London-Stylish-Passport-Adjustable-246_Black/dp/B07ZFT873B/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1690225984&sprefix=ba%2Caps%2C283&sr=8-289,K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),335,4.2,"2,374","Ideal for Men & Women.Height - 5.9 inches, Length - 16 inches and Depth - 1.9 inch.. 2 zipper pockets at front & 1 zipper pocket at back.. Made in Genuine Leather. To be worn around the waist.Comes with an adjustable strap.. Suitable for travelling.Best for carrying valuables like cards, keys, earphones, power bank, coins, pen, Money,Passport,card holders etc.. Perfect for Travel,Hiking,Trekking and other adventure activities.Disclaimer : Product color may slightly vary due to photographic lighting sources or your monitor settings. Safety Instructions : Keep away from pointed objects and extreme heat.",URBAN STYLE PROJECT,"Stylish & trendy Black coloured Waist bag from the house of K London, designed to carry all small and regular accessory like cards, keys, earphones, power bank, coins, pen, Money,Passport,Card holders and other valuables etc. Made with high quality soft Genuine Leather. It has Adjustable Strap to fit waist of all sizes. This waist pouch has 2 zipper pockets in the front and 1 zipper pocket at back.This Waist pouch is ideal for men and women for travelling. Avoid contact with moisture and water.",8 April 2017
289,https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1690225984&sprefix=ba%2Caps%2C283&sr=8-290,Gear Cello 26 Ltrs Navy Blue and Beige Casual Backpack (BKPTRMP520522),838,4.2,"5,673","Outer Material: Polyester, Inner Material: Polyester, Color: Navy Blue and Beige; Anti-sweat fabric on inner-side of shoulder straps. Wear Resistant: Wearproof, Water Resistance: waterproofDimensions: 32 cms x 18 cms x 47 cms (LxWxH). Capacity: 26 liters, Weight: 0.534 Kg. Number of compartments: 3; Strap Type: Adjustable. Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Special Features: Back Padding",Gear Merchandise PVT LTD,NA,10 April 2015
290,https://www.amazon.in/Skybags-Ltrs-Casual-Backpack-BPNNE18HBLU/dp/B08QGPK772/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1690225984&sprefix=ba%2Caps%2C283&sr=8-291,Skybags 32 Ltrs Blue Casual Backpack (BPNNE18HBLU),"1,399",4.1,524,"Outer Material: Polyester, Color: Blue. Capacity: 32 liters; Weight: 528 grams; Dimensions: 47 cms x 35 cms x 23 cms (LxWxH). Number of compartments: 3. Laptop Compatibility: No. Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase. Mesh Pockets on either side Foam Padding on Base, Shoulder Straps, Back Panel and Grab Handle. 3 Compartment + 1 Front Pocket",B08QGPK772,"Skybags is a fun and cool brand for today's youth. We believe in adding colour to your life by offering stylish, colourful and premium products. Our new neon backpack is perfect for all your school requirements as it is spacious enough to fit in all your Books and stationery.",Vip Industries Ltd
291,https://www.amazon.in/Flamingo-Cosmetic-Sichumaria-Water-Resistant-Organizer/dp/B0B1HNQHXD/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1690225984&sprefix=ba%2Caps%2C283&sr=8-292,Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),238,3.9,72,"???BEAUTIFUL DESIGN? - Makeup Organizer double-sided printed with flamingo, vibrant color without fade after washed many times.; ???RELIABLE MATERIAL? - Flamingo Cosmetic Bag made of soft polyester material and coated with water-resistant fabric, sponge lining and high-graded zipper, reusable and durable, lightweight and scratch-resistant . <br>. ???SPACIOUS SIZE? - The Toiletry Organizer Pouch measures approximately 18 X 13 X 9 cm, compact and roomy. Perfect to hold beauty essentials and travel makeup must-haves, especially for makeup brushes. <br>. ???VERSATILE USE? - A Makeup Cosmetic Bags pouch to organize all your essentials like toiletries, cosmetics, art supplies, tools, pencils and other personal items in your day bag or during traveling. <br>. ???STYLISH MUST-HAVE? - A fashionable Makeup Storage Toiletry Bag for girls and women ! Attractive design and vivid looking is suitable for all beauty tools and stationery organizer, best gift for all festivals! <br>. Style Name: Travel Accessories; Pattern Name: Solid; Age Range Description: Adult <br>",India,NA,B0B1HNQHXD
292,https://www.amazon.in/Derben-Fabric-Leather-Laptop-Messenger/dp/B08TVL3MWJ/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1690225984&sprefix=ba%2Caps%2C283&sr=8-293,"DERBEN CLOVE® 15.6 Men and Women Laptop, MacBook Shoulder Messenger Sling Office Bag - Grey",899,4.1,157,"Suitable for 15.6 Inch Laptops : This bag fits 15.6 inches laptop. As the size of the bag is 15.7 Inch x 11.8 Inch x 1.18 Inch which is very much suitable for 15.6 inch laptop. Except laptop you can also carry your ipads, tablets, macbook etc very easily. KINDLY CHECK THE DIMENSIONS PROPERLY BEFORE PLACING ORDERS. High on Storage : This laptop bag is specially designed to carry your laptops easily and comfortably. In this there comes a cushioned padded laptop sleeve to hold your laptop and make it sturdy at its place. Also beside this laptop sleeve there are many other pockets provided to carry your additional office accessories It Comes with One Laptop Sleeve, one zipper pocket , Two Pen cases one powerbank holder and except all these you can carry your diaries and files inside the main compartment.. Stylish Looks classy and Durable at the same time : Mainly designed for fashion and budget conscious peoples who wants affordable high style quotient. This side bag comes with a side strong belt which helps you carry your belongings more comfortably by attaching it with your side shoulder belt. This belt is very smooth, broad and adjustable. So with this exclusive collection flaunt your style with confidence. Due to Vegan Imitation Leather and very durable fabric so its very durable.. Multipurpose Uses : Its thin compact and sleek in design.This bag is designed for both men and women. Its very classy and practical at the same time. You can carry it as a briefcase or you can carry it by the side shoulder strap, According to your need. This bag can carry your files, diaries, books pens etc while on official travel. You can also take it as a cross body bag which is now the latest trend going.. Popular for Official Purpose : Water Resistant, You can wash it with very mild soap and water. MAchine wash is strictly prohibited. Let teh bag completely dry and after that carry your belongings. Also make teh bag complateley dry when it get wet in rain. The bag is extremely popular among the office executives and high level managers as its very convenient to carry and very easy to clean. PLEASE BEAWARE OF DUPLICATE PRODUCTS AVAILABLE IN MARKET. KINDLY BUY ORIGINAL DERBEN CLOVE BAGS.",Derben Clove,NA,24 January 2021
